Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.9285673450436951,0.5721794177890396,,16112
Per-Label,Enlarged Cardiomediastinum,0.8036785837821613,0.2080007905823282,,16112
Per-Label,Cardiomegaly,0.9256284706937957,0.7472542460065977,,16112
Per-Label,Lung Opacity,0.7904937858822834,0.8074250553661453,,16112
Per-Label,Lung Lesion,0.8586701364165508,0.2512937065044815,,16112
Per-Label,Edema,0.8746465994372059,0.8294353041499217,,16112
Per-Label,Consolidation,0.7787602500341885,0.2541983020280595,,16112
Per-Label,Pneumonia,0.8486165733654573,0.1910222898811083,,16112
Per-Label,Atelectasis,0.8072262456776106,0.4505442160766638,,16112
Per-Label,Pneumothorax,0.9406524463020913,0.7099950836818296,,16112
Per-Label,Pleural Effusion,0.9171378703179934,0.9019237490751503,,16112
Per-Label,Pleural Other,0.88246512066365,0.13077694979824486,,16112
Per-Label,Fracture,0.8484875007466968,0.28789609560688295,,16112
Per-Label,Support Devices,0.9242945913797995,0.9457410991730238,,16112
Summary,Mean_Valid_Labels,0.86638039426737,0.5205490218371055,0.24008258631177312,16112
