Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.9259090511038152,0.5478884466914438,,16112
Per-Label,Enlarged Cardiomediastinum,0.8155315841771068,0.24004518450216233,,16112
Per-Label,Cardiomegaly,0.925212357273036,0.7487577336156288,,16112
Per-Label,Lung Opacity,0.800096435258189,0.8114991505006892,,16112
Per-Label,Lung Lesion,0.8637146243741453,0.26784908054683687,,16112
Per-Label,Edema,0.8720842891552844,0.8199969241601358,,16112
Per-Label,Consolidation,0.7897884930465306,0.28485565373984884,,16112
Per-Label,Pneumonia,0.8547136302437642,0.19005704039726487,,16112
Per-Label,Atelectasis,0.8000397360894553,0.44943744855212503,,16112
Per-Label,Pneumothorax,0.939356175887326,0.7046585801513778,,16112
Per-Label,Pleural Effusion,0.9098548241876958,0.8910313910013655,,16112
Per-Label,Pleural Other,0.8784995600804425,0.1698594715055892,,16112
Per-Label,Fracture,0.871961706479637,0.2824821847559958,,16112
Per-Label,Support Devices,0.9209394290588435,0.9441981270942028,,16112
Summary,Mean_Valid_Labels,0.8691215640296621,0.5251868869439048,0.2404615800335722,16112
