Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.9165383587157704,0.5031805316949112,,18622
Per-Label,Enlarged Cardiomediastinum,0.8077631766921756,0.25207430161324934,,18622
Per-Label,Cardiomegaly,0.9258622881174599,0.7242534165636555,,18622
Per-Label,Lung Opacity,0.7607675229171149,0.7575175481732243,,18622
Per-Label,Lung Lesion,0.8558627964119164,0.24330297733442194,,18622
Per-Label,Edema,0.8946815181981014,0.7714200527507086,,18622
Per-Label,Consolidation,0.8136425786899251,0.30644268724033674,,18622
Per-Label,Pneumonia,0.8313688542356411,0.1345195181929238,,18622
Per-Label,Atelectasis,0.7775733416040284,0.5757411184017123,,18622
Per-Label,Pneumothorax,0.9396586870233508,0.7480343969103586,,18622
Per-Label,Pleural Effusion,0.9086494502344182,0.895911920569723,,18622
Per-Label,Pleural Other,0.8747777814923706,0.11589634718446669,,18622
Per-Label,Fracture,0.8653274925908685,0.34037873048222334,,18622
Per-Label,Support Devices,0.9044411129943832,0.9332234403672333,,18622
Summary,Mean_Valid_Labels,0.8626367828512518,0.5215640705342249,0.2513045058760245,18622
