Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.9158165500361993,0.48304928582359036,,18622
Per-Label,Enlarged Cardiomediastinum,0.7957197080083506,0.22082699153013002,,18622
Per-Label,Cardiomegaly,0.9293005948788072,0.7285031332389067,,18622
Per-Label,Lung Opacity,0.7716965776466006,0.7719768020082959,,18622
Per-Label,Lung Lesion,0.8598300349804026,0.28321909545607077,,18622
Per-Label,Edema,0.8970026770079564,0.7667993468827572,,18622
Per-Label,Consolidation,0.8247779160812889,0.3244123510245605,,18622
Per-Label,Pneumonia,0.8573749916635306,0.17588897105295004,,18622
Per-Label,Atelectasis,0.7702134945539675,0.5593581346394922,,18622
Per-Label,Pneumothorax,0.9337649875350018,0.7255822859346607,,18622
Per-Label,Pleural Effusion,0.9142451428914236,0.9030437057325642,,18622
Per-Label,Pleural Other,0.8603869582467851,0.13059746344123696,,18622
Per-Label,Fracture,0.8616941808020457,0.2920925628186082,,18622
Per-Label,Support Devices,0.9076539057432699,0.9328043653388172,,18622
Summary,Mean_Valid_Labels,0.8642484085768308,0.5212967496373315,0.2552815393588044,18622
