Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.9335935008649762,0.5696452462331022,,16112
Per-Label,Enlarged Cardiomediastinum,0.8308893352869267,0.2852958362148991,,16112
Per-Label,Cardiomegaly,0.9305286364313899,0.7698813110177267,,16112
Per-Label,Lung Opacity,0.8079784713889372,0.8215772169491908,,16112
Per-Label,Lung Lesion,0.8722287209394319,0.2402677532196186,,16112
Per-Label,Edema,0.8743255559251943,0.8276013750677694,,16112
Per-Label,Consolidation,0.7886073801977217,0.27275040488503355,,16112
Per-Label,Pneumonia,0.8701690789162888,0.21758030274896617,,16112
Per-Label,Atelectasis,0.8003886664537428,0.427620394477531,,16112
Per-Label,Pneumothorax,0.9526495974734449,0.765310881333999,,16112
Per-Label,Pleural Effusion,0.9246736174942038,0.9131005239508884,,16112
Per-Label,Pleural Other,0.8833305052790347,0.1847012433440916,,16112
Per-Label,Fracture,0.869896804082432,0.33342928673639644,,16112
Per-Label,Support Devices,0.924691848743628,0.946070056974982,,16112
Summary,Mean_Valid_Labels,0.8759965513912394,0.541059416653871,0.23480710233335106,16112
