Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.964571667445999,0.7220352468761668,,16112
Per-Label,Enlarged Cardiomediastinum,0.8205519124089649,0.2194718406682975,,16112
Per-Label,Cardiomegaly,0.9641518827199579,0.8663845458640796,,16112
Per-Label,Lung Opacity,0.8402645184482403,0.8552896611584566,,16112
Per-Label,Lung Lesion,0.889470665355621,0.2734243573210364,,16112
Per-Label,Edema,0.9236757133645708,0.8990600184784697,,16112
Per-Label,Consolidation,0.8174706980540829,0.3029575838627393,,16112
Per-Label,Pneumonia,0.8806724773242629,0.23570700162511565,,16112
Per-Label,Atelectasis,0.8681159601541326,0.5774836480622182,,16112
Per-Label,Pneumothorax,0.9811116182273594,0.889372424440948,,16112
Per-Label,Pleural Effusion,0.9522267811696594,0.9444309649616993,,16112
Per-Label,Pleural Other,0.9196659753645048,0.20422553529819293,,16112
Per-Label,Fracture,0.8973071931949487,0.34419061826994113,,16112
Per-Label,Support Devices,0.9637279649193513,0.9742110968400811,,16112
Summary,Mean_Valid_Labels,0.9059275020108327,0.5934460388376744,0.20296244903318694,16112
