Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.9322362648892384,0.5606892698350884,,16112
Per-Label,Enlarged Cardiomediastinum,0.8012657069733062,0.20253226148550596,,16112
Per-Label,Cardiomegaly,0.9296814491299862,0.7537376326428622,,16112
Per-Label,Lung Opacity,0.8121436864436367,0.8281614575741809,,16112
Per-Label,Lung Lesion,0.8565436431243573,0.23577780261987416,,16112
Per-Label,Edema,0.8795583255625897,0.8318381725361258,,16112
Per-Label,Consolidation,0.7835799096845001,0.269214917390017,,16112
Per-Label,Pneumonia,0.8717341624149659,0.21650910682626764,,16112
Per-Label,Atelectasis,0.8137122890473006,0.4602532838064321,,16112
Per-Label,Pneumothorax,0.9393857778884213,0.719865696481564,,16112
Per-Label,Pleural Effusion,0.9219079768252244,0.9079708063732082,,16112
Per-Label,Pleural Other,0.8883210784313725,0.1735696307549071,,16112
Per-Label,Fracture,0.8750037248214199,0.313573244297288,,16112
Per-Label,Support Devices,0.9222151810452909,0.9446790541612929,,16112
Summary,Mean_Valid_Labels,0.8733777983058293,0.5298837383417582,0.23628525438884046,16112
