Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.9359635788271305,0.5181062419216624,,17822
Per-Label,Enlarged Cardiomediastinum,0.7859666372903109,0.27640099678421887,,17822
Per-Label,Cardiomegaly,0.8614513759657136,0.7689057870162183,,17822
Per-Label,Lung Opacity,0.8063479087873526,0.8066259496532607,,17822
Per-Label,Lung Lesion,0.8672676696544078,0.22797890646242952,,17822
Per-Label,Edema,0.888067103346413,0.7859858311209734,,17822
Per-Label,Consolidation,0.8098739510188425,0.298426785266748,,17822
Per-Label,Pneumonia,0.865973405073264,0.16439956126769187,,17822
Per-Label,Atelectasis,0.8031124726132428,0.45333900395465193,,17822
Per-Label,Pneumothorax,0.9389620518110268,0.6833027316129209,,17822
Per-Label,Pleural Effusion,0.9222033668340441,0.9073034692115831,,17822
Per-Label,Pleural Other,0.8832303664579882,0.1870693952452965,,17822
Per-Label,Fracture,0.8611601156174115,0.24254428879572024,,17822
Per-Label,Support Devices,0.9280918318746836,0.9461726573050354,,17822
Summary,Mean_Valid_Labels,0.8684051310837022,0.5190401146870294,0.2505901193909072,17822
