Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.9395519765520438,0.5556093364719942,,17822
Per-Label,Enlarged Cardiomediastinum,0.8156259098145879,0.31077385681491826,,17822
Per-Label,Cardiomegaly,0.8700213443861727,0.7835505029788008,,17822
Per-Label,Lung Opacity,0.7918518931410938,0.7929256241888971,,17822
Per-Label,Lung Lesion,0.8705366644519257,0.213176078175702,,17822
Per-Label,Edema,0.8819896831478635,0.7765444905036512,,17822
Per-Label,Consolidation,0.8209600036792621,0.3116362616715542,,17822
Per-Label,Pneumonia,0.8590333090373871,0.16897931433548996,,17822
Per-Label,Atelectasis,0.8036698004931065,0.45057028811439487,,17822
Per-Label,Pneumothorax,0.9367262820107715,0.6953969812689762,,17822
Per-Label,Pleural Effusion,0.9196180811676832,0.9045709670143286,,17822
Per-Label,Pleural Other,0.8825588189042097,0.16746760915817996,,17822
Per-Label,Fracture,0.8649070915334711,0.27324731612723696,,17822
Per-Label,Support Devices,0.9298158514086778,0.949381053179256,,17822
Summary,Mean_Valid_Labels,0.8704904792663042,0.52527354857167,0.2509913511675438,17822
