Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.928096667305559,0.5544120610160054,,14549
Per-Label,Enlarged Cardiomediastinum,0.8042789421720341,0.22261268117396238,,14549
Per-Label,Cardiomegaly,0.948471623793546,0.7716099410035325,,14549
Per-Label,Lung Opacity,0.7765322735059071,0.7917027533774891,,14549
Per-Label,Lung Lesion,0.8753313682339751,0.321058253110008,,14549
Per-Label,Edema,0.9033206833426713,0.7861989327898349,,14549
Per-Label,Consolidation,0.8219439891883044,0.3423168421327445,,14549
Per-Label,Pneumonia,0.8545613935810015,0.15560361877350243,,14549
Per-Label,Atelectasis,0.7984781451624314,0.4652029155044809,,14549
Per-Label,Pneumothorax,0.9497966096787733,0.7821739302759461,,14549
Per-Label,Pleural Effusion,0.9135536134668134,0.9257663056694811,,14549
Per-Label,Pleural Other,0.8830014514503134,0.20413815700192467,,14549
Per-Label,Fracture,0.843466822587188,0.25180492051594144,,14549
Per-Label,Support Devices,0.9231133005476223,0.9385084905573406,,14549
Summary,Mean_Valid_Labels,0.87313906314401,0.5366507002072997,0.238445051396964,14549
