Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.9310652864934024,0.5733078322386914,,14549
Per-Label,Enlarged Cardiomediastinum,0.8187516121432049,0.23655041691999718,,14549
Per-Label,Cardiomegaly,0.9444585232930125,0.7520013060561508,,14549
Per-Label,Lung Opacity,0.7926828633191578,0.8010160008586064,,14549
Per-Label,Lung Lesion,0.8721264025064212,0.32306489419061835,,14549
Per-Label,Edema,0.9002731833815794,0.7744706829688621,,14549
Per-Label,Consolidation,0.8265279804527098,0.3492062146168258,,14549
Per-Label,Pneumonia,0.854205453225061,0.180120318659193,,14549
Per-Label,Atelectasis,0.8131197235042771,0.46030662851610493,,14549
Per-Label,Pneumothorax,0.9415276091762433,0.7432775686277012,,14549
Per-Label,Pleural Effusion,0.9097107458895154,0.923793248866157,,14549
Per-Label,Pleural Other,0.8473153853733222,0.11630742568700084,,14549
Per-Label,Fracture,0.8213192721784062,0.18693693911457362,,14549
Per-Label,Support Devices,0.9151854853336506,0.9318837329708157,,14549
Summary,Mean_Valid_Labels,0.8705906804478546,0.5251602293065213,0.23957393803631893,14549
