Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.9317033989988837,0.5057109225583172,,17822
Per-Label,Enlarged Cardiomediastinum,0.7966270686943346,0.2735993098071308,,17822
Per-Label,Cardiomegaly,0.8675043562848926,0.7842086163329735,,17822
Per-Label,Lung Opacity,0.8090066992817785,0.8133351955000196,,17822
Per-Label,Lung Lesion,0.8349497858363918,0.1525751786576241,,17822
Per-Label,Edema,0.882980085703058,0.7876334082164327,,17822
Per-Label,Consolidation,0.7950972607109588,0.2745904070838665,,17822
Per-Label,Pneumonia,0.8497284938800539,0.16859093543224157,,17822
Per-Label,Atelectasis,0.7777074893475682,0.4095833044132678,,17822
Per-Label,Pneumothorax,0.9432587054090765,0.7130033957430282,,17822
Per-Label,Pleural Effusion,0.9084387706878823,0.8896261476248754,,17822
Per-Label,Pleural Other,0.8568053639214057,0.1429080109493,,17822
Per-Label,Fracture,0.8603956000144976,0.2832600597461496,,17822
Per-Label,Support Devices,0.9201821884475442,0.9413284762827311,,17822
Summary,Mean_Valid_Labels,0.8595989476584519,0.5099966691677114,0.2525715685268,17822
