Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.9711910156045551,0.7370568779776051,,17822
Per-Label,Enlarged Cardiomediastinum,0.8365877100606148,0.3136191504890915,,17822
Per-Label,Cardiomegaly,0.9298620791744205,0.8822655385344874,,17822
Per-Label,Lung Opacity,0.8749663518237303,0.8804708971738698,,17822
Per-Label,Lung Lesion,0.8909160452744891,0.27202394081691555,,17822
Per-Label,Edema,0.945739193010707,0.900653833286668,,17822
Per-Label,Consolidation,0.8410961119200269,0.3288959444164473,,17822
Per-Label,Pneumonia,0.9041200544839111,0.2741937078899348,,17822
Per-Label,Atelectasis,0.8670263017790325,0.5863306323796038,,17822
Per-Label,Pneumothorax,0.9821893851878106,0.8908096424490425,,17822
Per-Label,Pleural Effusion,0.9614639405065553,0.9538667783450361,,17822
Per-Label,Pleural Other,0.9156333795805,0.21845350829607482,,17822
Per-Label,Fracture,0.8982119395817475,0.29734192542484106,,17822
Per-Label,Support Devices,0.9791860593008483,0.9858878295962583,,17822
Summary,Mean_Valid_Labels,0.9141563976634963,0.608705014791134,0.20011622561119902,17822
