Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.9964856461411564,0.9696296072402825,,10676
Per-Label,Enlarged Cardiomediastinum,0.9720046818562724,0.7196596692387177,,10676
Per-Label,Cardiomegaly,0.9963956090079806,0.9800669627833247,,10676
Per-Label,Lung Opacity,0.9815931584790628,0.9797307963949373,,10676
Per-Label,Lung Lesion,0.96376677230865,0.7059739529207243,,10676
Per-Label,Edema,0.996278297077119,0.9890840115878893,,10676
Per-Label,Consolidation,0.9858560964669231,0.8775368473713971,,10676
Per-Label,Pneumonia,0.9670379163733747,0.5796917211432523,,10676
Per-Label,Atelectasis,0.995340103266778,0.9792462141374698,,10676
Per-Label,Pneumothorax,0.9989622421618326,0.9909103918276323,,10676
Per-Label,Pleural Effusion,0.9977431768316541,0.9965172353249984,,10676
Per-Label,Pleural Other,0.9723472759424824,0.4757357454333507,,10676
Per-Label,Fracture,0.9868587338756851,0.8471067339767566,,10676
Per-Label,Support Devices,0.9980734887763951,0.9983245783360376,,10676
Summary,Mean_Valid_Labels,0.9863387998975263,0.8635153191226265,0.08392870043459882,10676
