Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.9932641750746056,0.9535417654886081,,11179
Per-Label,Enlarged Cardiomediastinum,0.9436998050735796,0.4940488807070915,,11179
Per-Label,Cardiomegaly,0.9932295426861026,0.9647714732952496,,11179
Per-Label,Lung Opacity,0.9499516414997415,0.9423715540355583,,11179
Per-Label,Lung Lesion,0.9342231512503407,0.47967447578420525,,11179
Per-Label,Edema,0.9893803113181184,0.9705813794224377,,11179
Per-Label,Consolidation,0.9148109089159918,0.46337586625964683,,11179
Per-Label,Pneumonia,0.9353126615974645,0.45032012154489043,,11179
Per-Label,Atelectasis,0.9439494774631197,0.7868079758831973,,11179
Per-Label,Pneumothorax,0.994228263777085,0.9659722648785104,,11179
Per-Label,Pleural Effusion,0.9920968599598308,0.9880062194459254,,11179
Per-Label,Pleural Other,0.9479212462520092,0.29279357392967675,,11179
Per-Label,Fracture,0.9677678231430414,0.7463629619304545,,11179
Per-Label,Support Devices,0.9944308644938277,0.9948565823303875,,11179
Summary,Mean_Valid_Labels,0.9638761951789185,0.7495346496382742,0.12658484266779804,11179
