Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.9879267836940071,0.9126439292187873,,11227
Per-Label,Enlarged Cardiomediastinum,0.9196751678224496,0.46258297654627856,,11227
Per-Label,Cardiomegaly,0.9922190801896359,0.9583306617796811,,11227
Per-Label,Lung Opacity,0.9110132845699399,0.9040850710063136,,11227
Per-Label,Lung Lesion,0.9473452132273905,0.5653994037682977,,11227
Per-Label,Edema,0.9871155893177973,0.9629473253248562,,11227
Per-Label,Consolidation,0.906843086655233,0.45773924034888563,,11227
Per-Label,Pneumonia,0.9247983059246184,0.27997498665113146,,11227
Per-Label,Atelectasis,0.9658455820388103,0.8717140148967124,,11227
Per-Label,Pneumothorax,0.9960539313400634,0.9713107556424257,,11227
Per-Label,Pleural Effusion,0.9914987795708021,0.9865313039767513,,11227
Per-Label,Pleural Other,0.9574724950609785,0.4670371822525545,,11227
Per-Label,Fracture,0.9556983191416306,0.5713606901785064,,11227
Per-Label,Support Devices,0.9952668014897624,0.9956357117658358,,11227
Summary,Mean_Valid_Labels,0.9599123157173656,0.7405209466683583,0.1325067765376994,11227
