Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.9382798113779618,0.6851438242497454,,11200
Per-Label,Enlarged Cardiomediastinum,0.8365538428423972,0.32273081657306735,,11200
Per-Label,Cardiomegaly,0.9283569586156585,0.7326955944848886,,11200
Per-Label,Lung Opacity,0.8498711429944453,0.8352747844195689,,11200
Per-Label,Lung Lesion,0.8716681763953992,0.3409033611104045,,11200
Per-Label,Edema,0.9176866439438377,0.7956576634279062,,11200
Per-Label,Consolidation,0.8447848184401607,0.30982025527585794,,11200
Per-Label,Pneumonia,0.853625551319338,0.19171701672502262,,11200
Per-Label,Atelectasis,0.8469665509161199,0.5403826341641926,,11200
Per-Label,Pneumothorax,0.9461502317664686,0.7640677995286972,,11200
Per-Label,Pleural Effusion,0.9459551921786699,0.9219891138667698,,11200
Per-Label,Pleural Other,0.9005793316329547,0.2540714428922557,,11200
Per-Label,Fracture,0.8603821425283884,0.3444200142201396,,11200
Per-Label,Support Devices,0.9431746762603903,0.946412796779015,,11200
Summary,Mean_Valid_Labels,0.8917167908008707,0.570377651265538,0.224186135998794,11200
