Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.9721367831760518,0.8436800689544076,,11179
Per-Label,Enlarged Cardiomediastinum,0.8754860286711428,0.3504997356063558,,11179
Per-Label,Cardiomegaly,0.9730850368174147,0.8812591818054116,,11179
Per-Label,Lung Opacity,0.870204062242849,0.8458038739442877,,11179
Per-Label,Lung Lesion,0.8700343369132658,0.27071150992639487,,11179
Per-Label,Edema,0.961897198608543,0.8960718924002364,,11179
Per-Label,Consolidation,0.8400145769519317,0.2811741403040618,,11179
Per-Label,Pneumonia,0.8823388049909116,0.27583153056885146,,11179
Per-Label,Atelectasis,0.8648752366627236,0.5869276116983363,,11179
Per-Label,Pneumothorax,0.9744990205927745,0.8720783120058091,,11179
Per-Label,Pleural Effusion,0.9716521874608384,0.9586835773722902,,11179
Per-Label,Pleural Other,0.8887309053098765,0.1846351695923263,,11179
Per-Label,Fracture,0.9154461871896543,0.44398718201202153,,11179
Per-Label,Support Devices,0.9744246220506841,0.9760249427309974,,11179
Summary,Mean_Valid_Labels,0.9167732134027615,0.6190977663515563,0.18781674122440334,11179
