Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.9763691976877513,0.8393511496836072,,10676
Per-Label,Enlarged Cardiomediastinum,0.8215622839479334,0.25569621166983036,,10676
Per-Label,Cardiomegaly,0.9664259989870007,0.8480887461737284,,10676
Per-Label,Lung Opacity,0.8635363086536678,0.8482427788581942,,10676
Per-Label,Lung Lesion,0.8671365762353755,0.2797577544858017,,10676
Per-Label,Edema,0.9595758993862223,0.8875299783616347,,10676
Per-Label,Consolidation,0.8637445605084052,0.3712775835465874,,10676
Per-Label,Pneumonia,0.8851585509302117,0.23277664957518648,,10676
Per-Label,Atelectasis,0.9014276488639331,0.6789591764935203,,10676
Per-Label,Pneumothorax,0.9852161697793739,0.9209165076725974,,10676
Per-Label,Pleural Effusion,0.969168214999868,0.9480435624886987,,10676
Per-Label,Pleural Other,0.9247194217234165,0.22642195519395852,,10676
Per-Label,Fracture,0.8741689578926232,0.3861161020098351,,10676
Per-Label,Support Devices,0.9819402155047305,0.9840483041662658,,10676
Summary,Mean_Valid_Labels,0.9171535717928938,0.6219447471699604,0.19061552516839708,10676
