Metric_Type,Label,AUROC,AUPRC,BCE_Loss,Samples_Evaluated
Per-Label,No Finding,0.9948592173291319,0.9611983382574476,,10676
Per-Label,Enlarged Cardiomediastinum,0.9257909583568834,0.47560443946473197,,10676
Per-Label,Cardiomegaly,0.991025459320622,0.953548799898823,,10676
Per-Label,Lung Opacity,0.9526363977276073,0.9476667742473923,,10676
Per-Label,Lung Lesion,0.9108401386934586,0.43428384577838663,,10676
Per-Label,Edema,0.9898520019704715,0.9705377842658269,,10676
Per-Label,Consolidation,0.9402620478970755,0.5962870663186906,,10676
Per-Label,Pneumonia,0.938564741726999,0.3925967695726661,,10676
Per-Label,Atelectasis,0.9778404829981452,0.9054344216731428,,10676
Per-Label,Pneumothorax,0.9965589615758929,0.9753560340623286,,10676
Per-Label,Pleural Effusion,0.9914255797847696,0.9861256152922331,,10676
Per-Label,Pleural Other,0.9528060176085031,0.3964563725696417,,10676
Per-Label,Fracture,0.9550648267236411,0.6268906070195455,,10676
Per-Label,Support Devices,0.9971295904880786,0.9974553046928428,,10676
Summary,Mean_Valid_Labels,0.9653326015858058,0.7585315837938357,0.1250715373595496,10676
